Registrant Name,amount
FRINZI & ASSOCIATES,88215.0
WEST GULF MARITIME ASSOCIATION,88250.0
HAWKEYE 360 INC.,88250.0
AWSOM ASSOC,88600.0
"CORINTHIAN COLLEGES, INC",88950.0
COMPUTING TECHNOLOGY INDUSTRY ASSOCIATION (COMPTIA),89049.16
CAPITOL METEOROLOGICS,89157.0
COMMUNITY BANKERS ASSOCIATION OF ILLINOIS,89299.15
FOLEY HOAG LLP,89505.38
US POLICY STRATEGIES,89550.0
FEDERAL CITY STRATEGIES,89625.0
"SOUNDEXCHANGE, INC.",89950.0
"DOTCHIN & ASSOCIATES, LLC",90250.0
"SIMS STRATEGIES, LLC",90410.0
IBARRA STRATEGY GROUP,90485.0
HUMANITY FORWARD,90500.0
AMERICAN HORTICULTURE INDUSTRY ASSOCIATION,90550.0
NORM DICKS AND ASSOCIATES LLC,90746.46
"CAPITOLINE CONSULTING, LLC",91020.7
LINCOLN CONCEPTS,91325.0
PITTA BISHOP & DEL GIORNO LLC,91750.0
WESTROCK COMPANY,92000.0
EASTMAN KODAK COMPANY,92550.0
MR. HECTOR ALCALDE,92668.71
"ALLEGIANCE STRATEGIES, LLC",92726.98
DENTONS GLOBAL ADVISORS GOVERNMENT RELATIONS LLC,92846.0
"JOHN M. PALATIELLO & ASSOCIATES, INC",92900.0
SEMI,93050.0
JAMES W SEGEL LLC,93285.01
OFF HILL STRATEGIES L.L.C.,93319.12
NEWMAN'S OWN FOUNDATION,93375.0
COURSON NICKEL LLC,93435.0
POLICY DEVELOPMENT GROUP,93540.26
V2X,93750.0
NATIONAL CLUB ASSOCIATION,93750.0
CARNIVAL NORTH AMERICA LLC,93850.0
"KADESH & ASSOCIATES, LLC",93920.32
AMERICAN SUPPLY ASSOCIATION,94100.0
PAUL UNGER PLLC,94209.85
RUBIN AND RUDMAN LLP,94255.12
"ADVANCED MICRO DEVICES, INC.",94600.0
NATIONAL ASSOCIATION FOR UNIFORMED SERVICES,94750.0
MODA HEALTH,95200.0
"GENERAL COMMUNICATION, INC.",95250.0
CHENEGA CORPORATION,95500.0
"BANNER PUBLIC AFFAIRS, LLC",95672.99
CANADIAN NATIONAL RAILWAY COMPANY,95712.01
AMERICAN ACADEMY OF AUDIOLOGY,95800.0
"AGWORKS SOLUTIONS, LLC",96000.0
AMERICAN ASSOCIATION FOR MARRIAGE AND FAMILY THERAPY,96000.0
"PORTER GORDON SILVER COMMUNICATIONS, LLC",96212.58
340B HEALTH,96491.72
"ALBERTINE ENTERPRISES, INC.",96664.0
NATIONAL COURT REPORTERS ASSOCIATION,96975.0
THE KIDNEY CARE COUNCIL,97056.4
"BOB RILEY & ASSOCIATES, LLC",97293.92
"STRATEGIC PUBLIC PARTNERS, LLC - FORMERLY KNOWN AS WHATMAN AND ASSOCIATES",97300.0
"FIFESTRATEGIES, LLC",97334.24
INTERNATIONAL SPEEDWAY CORPORATION,97400.0
"HEATING, AIRCONDITIONING & REFRIGERATION DISTRIBUTORS INTERNATIONAL",97986.99
TRAVERE THERAPEUTICS,98000.0
"MCKENNA, LONG & ALDRIDGE",98300.0
"POLICY INTEGRATION PARTNERS, LLC",98366.65
ASSOCIATION FOR CLINICAL ONCOLOGY,98367.16
"PUBLIC SPHERE, INC.",98471.06
GREAT PLAINS ENERGY (FORMERLY KANSAS CITY POWER & LIGHT),98500.0
PROFESSIONAL SERVICES COUNCIL,98550.0
"CONSOLIDATED EDISON COMPANY OF NEW YORK, INC.",98550.0
CORREIA & OSOLINIK,98600.0
"AEROSPACE INDUSTRIES ASSOCIATION OF AMERICA, INC.",98655.18
SHAZAM INC.,99248.0
HERITAGE ACTION FOR AMERICA,99303.56000000001
CUMMINS-ALLISON CORPORATION,99900.0
PLUMBING-HEATING-COOLING CONTRACTORS--NATIONAL ASSOCIATION,100600.0
FOX ROTHSCHILD LLP,100750.0
LOCKE LORD LLP,100800.0
"GRAY GLOBAL ADVISORS, LLC",101007.61
"TAI GINSBERG & ASSOCIATES, LLC",101025.0
MWR CONSULTING,101661.15
"TRANSFORM SR HOLDINGS, LLC",102000.0
"NYSE GROUP, INC.",102030.0
"CAPITOL STRATEGIES GROUP, LLC",102250.0
THOMPSON ADVISORY GROUP,102318.1
"JBS COMMUNICATIONS, LLC",103000.0
DAHLBERG STRATEGIC,103000.0
ATKINS NUCLEAR SECURED,103100.0
"CHIME FINANCIAL, INC.",103250.0
A1.9 STRATEGIES LLC,103500.0
KILPATRICK TOWNSEND STOCKTON LLP,103658.0
"CAPITAL STRATEGIES, INC.",103800.0
THE ROTUNDA GROUP LLC,103800.0
SOURCEAMERICA,103873.7
WHITE COAT WASTE PROJECT INC,104200.0
GENZYME CORPORATION,104650.0
"ALEXANDER, BOROVICKA & O'SHEA GOVERNMENT SOLUTIONS (FKA ALEXANDER & BOROVICKA GO",104800.0
"LINDE NORTH AMERICA, INC.",104850.0
"STAPLETON & ASSOCIATES, LLC",104900.0
CAPITOL SOLUTIONS LLC (MD),105000.0
WIRELESS INFRASTRUCTURE ASSOCIATION,105000.0
"DAVID L. HORNE, LLC",105050.0
R A RAPOZA ASSOCIATES INC,105270.2
HOLLIER & ASSOCIATES,105758.11
HARTWELL CAPITOL CONSULTING,105900.0
"NATIONAL ASSOCIATION OF GOVERNMENT GUARANTEED LENDERS, INC.",106000.0
AMERICAN SOCIETY OF RADIOLOGIC TECHNOLOGISTS,106100.0
US OIL & GAS ASSOCIATION,106150.0
SUE MYRICK,106200.0
"ENVISION STRATEGY, LLC",106808.3
DUNKEL GOVERNMENT RELATIONS,106950.0
THE ROTARY FOUNDATION OF ROTARY INTERNATIONAL,107224.72
NEW CENTURY GOVERNMENT AFFAIRS (F/K/A TERRENCE C. WOLFE),107245.0
"VELOCITY GOVERNMENT RELATIONS, LLC",107339.99
JST STRATEGIES LLC (FORMERLY JOCHUM SHORE & TROSSEVIN PC),107400.0
"JTM CONSULTING, LLC",107492.26
FISHER CONSULTING,107500.0
CFM STRATEGIC COMMUNICATIONS (CONKLING FISKUM & MCCORMICK),107534.0
"ITG BRANDS, LLC (FORMERLY FONTEM US, INC.)",107559.5
NATIONAL STAR ROUTE MAIL CONTRACTORS ASSOCIATION,107930.0
MONEYGRAM INTERNATIONAL INC.,107950.0
HUMAN RIGHTS FIRST,108093.26
THE PENNSYLVANIA AVENUE GROUP,108134.0
"WINN STRATEGIES, LLC",108450.0
NATIONAL ASSOCIATION OF LANDSCAPE PROFESSIONALS,108575.0
"BARBARA KENNELLY ASSOCIATES, LLC",108854.0
HORMEL FOODS CORPORATION,108870.0
MCCARTHY ADVANCED CONSULTING LLC,109000.0
FORGE FEDERAL AFFAIRS LLC,109230.0
"COMMONWEALTH RESEARCH ASSOCIATES, LLC",109251.0
"ROBERT WHITE ASSOCIATES, INC.",109645.75
THE MICHAEL LEWAN COMPANY,110100.0
MR. JOHN A. DEVIERNO,110566.0
"ENERGYSOLUTIONS, INC.",110650.0
JACKSON VAUGHN PUBLIC STRATEGIES,110925.0
"WATERWAYS COUNCIL, INC.",111028.81
APCO WORLDWIDE LLC,111150.0
HAAKE & ASSOCIATES,111400.0
"ALMOST FAMILY, INC.",111400.0
INTERNATIONAL WOOD PRODUCTS ASSOCIATION,111750.0
PERSPECTA INC. AND AFFILIATES,112500.0
DAYTON DEVELOPMENT COALITION,112794.82
DAVENPORT MCKESSON CORPORATION,113000.0
CARESOURCE MANAGEMENT SERVICES LLC FKA CARESOURCE MANAGEMENT GROUP CO.,113695.0
PETERSON GROUP (FL),113975.0
TRACTOR SUPPLY COMPANY,114200.0
CALGON CARBON CORPORATION,114500.0
RYAN COSTELLO STRATEGIES,115000.0
"SIXKILLER CONSULTING, LLC",115008.4
"C. BAKER CONSULTING, INC.",115250.0
NATIONAL INDEPENDENT AUTOMOBILE DEALERS ASSOCIATION,115265.0
"GHAZAL & ASSOCIATES, LLC",116050.0
"FLAGSHIP GOVERNMENT RELATIONS, INC.",116317.44
IMPERIUM GLOBAL ADVISORS,116335.68
"NEXXUS CONSULTING, LLC",116340.0
AGRIUM U.S. INC. (A NUTRIEN LTD SUBSIDIARY),116900.0
"CRACKER BARREL OLD COUNTRY STORE, INC.",117000.05
"THE COLLING GROUP, LLC T/A COLLING SWIFT & HYNES",117167.37
HEALTHCARE LEADERSHIP COUNCIL,117400.0
"DAVIDOFF HUTCHER & CITRON, LLP",117554.2
POTOMAC PARTNERS DC,117787.42
ROCK CREEK COUNSEL,118460.0
US AIRWAYS,119000.0
INTEGRA TELECOM,119250.0
CALIFORNIA LIFE SCIENCES ASSOCIATION,119278.54999999999
MR. MARK MICALI,119384.0
IOWA STATE UNIVERSITY,119420.9
OUTDOOR INDUSTRY ASSOCIAITON,119505.2
AUTOMOTIVE RECYCLERS ASSOCIATION,119604.77
AAR CORP.,119800.0
"BIRCH, HORTON, BITTNER & CHEROT",120100.0
"HAIER US APPLIANCE SOLUTION, INC. DBA GE APPLIANCES",120500.0
EMERGENCY COMMITTEE FOR AMERICAN TRADE,120573.59
RIDGE POLICY GROUP,120650.54
"THE NORMANDY GROUP, LLC",120787.1
MR. MICHAEL STRATTON,120830.93
MS. MARLA GROSSMAN,120900.0
"GDF SUEZ ENERGY NORTH AMERICA, INC.",121350.0
"KELLY SERVICES, INC.",121700.0
BREWERS ASSOCIATION,121950.0
CHUGACH ALASKA CORPORATION,121950.0
"KOGOVSEK & ASSOCIATES, INC.",121956.92
M&T BANK CORPORATION,122050.0
OHIO CHAMBER OF COMMERCE,122600.0
WACHTELL LIPTON ROSEN & KATZ,122901.0
SCHOENING STRATEGIES,123000.0
CAREFIRST BLUECROSS BLUESHIELD,123100.0
TARGA RESOURCES PARTNERS LP,123500.0
WESTON SOLUTIONS INCORPORATED,124000.0
BOUNDARY STONE PARTNERS,124460.0
THE SURETY & FIDELITY ASSOCIATION OF AMERICA,124600.0
"CENTERPOINT ENERGY, INC.",125320.27
THE GARRISON GROUP LLC,126000.0
"OLD DOMINION FREIGHT LINE, INC.",126300.0
"WEIL, GOTSHAL & MANGES LLP",126350.0
MR. EDOLPHUS TOWNS (ON BEHALF OF GRAY GLOBAL ADVISORS),126485.0
"ENGIE NORTH AMERICA, INC.",126550.0
"DOWNEY MCGRATH GROUP, INC.",126750.0
NORTHFORK STRATEGIES,126750.0
MR. GAYLORD HUGHEY,126800.0
"PTC THERAPEUTICS, INC.",128045.0
"DININO ASSOCIATES, LLC",128050.0
NATURAL RESOURCES DEFENSE COUNCIL,128275.43
"AMERICAN HEALTHCARE, LLC",128300.0
MR. THEODORE (TED) JONES,128370.34
"TIM YEHL, LLC",128650.0
PIONEER PUBLIC AFFAIRS,128650.0
RAMPY NORTHRUP LLC,128700.0
MOTOR & EQUIPMENT MANUFACTURERS ASSOCIATION,128748.93
"THE JOSEPH GROUP, LLC",128800.0
"EFB ADVOCACY, LLC",128950.0
"ZILLOW GROUP, INC.",129000.0
"COMMONWEALTH BRANDS, INC",129000.0
THE NONPROFIT ALLIANCE,129180.0
GO DADDY.COM,129500.0
"GRAY & OSCAR, LLC (FORMERLY BOB GRAY, LLC)",129550.0
BABCOCK & WILCOX ENTERPRISES INC.,130000.0
LIZ ROBBINS ASSOCIATES,130050.0
"PARRY, ROMANI, DECONCINI & SYMMS",130135.52
"MISSY EDWARDS STRATEGIES, LLC",130641.67
"JAY H. BROWN, LTD.",130800.0
MDU RESOURCES GROUP,131400.0
MAPETSI POLICY GROUP,131693.28
MARK REY,131700.0
"THE MAJORITY GROUP, LLC",131841.81
"THE CONAFAY GROUP, LLC",132301.74
AMERICAN SEED TRADE ASSOCIATION,132569.66
REFUGEES INTERNATIONAL,132650.0
KANSAS FARM BUREAU,132697.73
RIVENDELL GROUP LLP,132800.0
JASON UNDERWOOD,132975.0
"DUPONT DE NEMOURS, INC.",133435.0
UNITED MOTORCOACH ASSOCIATION,133600.0
"GUIDEPOSTSTRATEGIES, LLC",134105.0
"ALLETE, INC",134750.0
FINANCIAL SERVICES FORUM,135100.0
KARL ROVE & COMPANY,135209.0
INVACARE CORPORATION,135275.0
CALIFORNIA STATE UNIVERSITY,135347.43
INTERNATIONAL ASSOCATION OF DRILLING CONTRACTORS,135704.8
CAPITOL HILL POLICY GROUP LLC,135800.0
NATIONAL UTILITY CONTRACTORS ASSOCIATION,135900.0
FAIR ISAAC CORPORATION (DBA FICO),136000.0
LENNOX INTERNATIONAL INC.,136000.0
THE WILDERNESS SOCIETY,136324.47999999998
LIFE TECHNOLOGIES CORPORATION,136900.0
"MYRIAD GENETIC LABORATORIES, INC.",137500.0
"TNC (US) HOLDINGS, INC.",137900.0
SCRIVNER LEON GROUP LLC,138200.0
NEBRASKA FARM BUREAU FEDERATION,138289.52
"GLOBAL PAYMENTS, INC.",138750.0
CARRIER GLOBAL CORPORATION,139000.0
AMERICAN FARM BUREAU FED,139046.2
MOODY'S CORPORATION,139250.0
"OWENS & MINOR, INC.",139600.0
"DOORDASH, INC.",140009.0
AMERICAN SHORT LINE AND REGIONAL RAILROAD ASSOCIATION,140119.0
"MERCURY STRATEGIES, LLC",140460.0
"NORTH SOUTH GOVERNMENT STRATEGIES F/K/A JDM PUBLIC STRATEGIES, LLC",140655.0
BLOOM ENERGY,140850.0
THE PETERSON GROUP INC,141000.0
"SKADDEN, ARPS, SLATE, MEAGHER & FLOM LLP",141050.0
COGENT STRATEGIES LLC,141294.59
ALBEMARLE CORPORATION,141700.0
DAN BURTON INTERNATIONAL LLC,141800.0
CARNEGIE MELLON UNIVERSITY,141859.0
"COMMONWEALTH STRATEGIC PARTNERS, LLC",141921.0
CAPELLA UNIVERSITY,142000.0
"EAST END GROUP, LLC",142201.0
"GLOBAL MEDICAL RESPONSE, INC.",142350.0
PALLADIAN HILL STRATEGIES,142483.0
ATLANTIC STRATEGIES GROUP LLC,142650.0
"D&D STRATEGIES, LLC",142930.0
"TCH GROUP, LLC",143033.74
ORGANIC TRADE ASSOCIATION,143609.0
"MAGELLAN HEALTH, INC.",143650.0
"FAIRBANKS MORSE, LLC",143750.0
"GOODLATTE GROUP, LLC F.K.A. ROBERT GOODLATTE",144250.0
"NEWS AMERICA, INC.",145000.0
THE CHILDREN'S HOSPITAL OF PHILADELPHIA,145088.44999999998
THE CRANE GROUP INC,145400.0
"RESOLUTION PUBLIC AFFAIRS, LLC",146100.03
ELIZABETH GLASER PEDIATRIC AIDS FOUNDATION,146226.44
NOVOCURE INC.,146250.0
"ASSOCIATION OF NATIONAL ADVERTISERS, INC.",146767.0
FEDERAL MANAGERS ASSOCIATION,147050.0
ALCOA CORP,147635.0
"SALLIE MAE, INC.",147900.0
"INTERNATIONAL SECURITIES EXCHANGE, LLC",148000.0
"B3 STRATEGIES, LLC",148042.72
THE CONSILIO GROUP,148500.0
SUMMIT STRATEGIES GOVERNMENT AFFAIRS LLC,149025.0
"TRIMPA GROUP, LLC",149250.0
"THE VELASQUEZ GROUP, L.L.C.",149265.49
"AJW, INC.",149371.0
ALION SCIENCE AND TECHNOLOGY,149600.0
THE O TEAM LLC,150450.0
THE SHERIDAN GROUP,151055.7
"C.H. ROBINSON WORLDWIDE, INC.",151751.18
"ABB, INC.",152325.0
PENN HILL GROUP,152415.67
U.S. APPLE ASSOCIATION,152500.0
"PORTER GROUP, LLC",153155.0
DILWORTH PAXSON LLP,153161.5
"O'BRIEN, GENTRY & SCOTT, LLC",153394.0
GORDON THOMAS HONEYWELL GOVERNMENTAL AFFAIRS,153411.4
PLAINS ALL AMERICAN GP LLC,153500.0
EMERGENT STRATEGIES,153550.0
NATIONAL ELECTRICAL MANUFACTURERS ASSOCIATION,154174.53
"PRINCIPAL TO PRINCIPAL, LLC (P2P)",154310.0
"HECHT LATHAM SPENCER & ASSOCIATES, INC., FORMERLY KNOWN AS HECHT SPENCER & ASSOC",154425.0
"JAZZ PHARMACEUTICALS, INC. AND ITS SUBSIDIARIES, INCLUDING GREENWICH BIOSCIENCES",155000.0
COVESTRO LLC,155150.0
COUNCIL FOR A LIVABLE WORLD,155353.24
AMERICAN CAPITOL GROUP,155800.0
"CLYBURN CONSULTING, LLC",155850.0
ASSOCIATION OF AMERICAN PUBLISHERS,156024.35
STERNHELL GROUP,156150.0
"TIBER CREEK HEALTH STRATEGIES, INC.",156650.0
AMERICAN ACADEMY OF SLEEP MEDICINE,157180.0
"CALFEE, HALTER & GRISWOLD LLP",157200.0
MR. THOMAS KAHN,157880.0
"HEARTLAND SOLUTIONS GROUP, INC.",157900.0
REED SMITH LLP,158650.0
GREEN PLAINS INC.,159157.0
"PLASTICS INDUSTRY ASSOCIATION, INC.",159250.0
FCA US LLC,159475.0
"FEMINIST MAJORITY, THE",159949.9
"DELAWARE NORTH COMPANIES, INC.",160150.0
COZEN O'CONNOR PUBLIC STRATEGIES,160669.0
HBW RESOURCES,161550.0
TIMKENSTEEL CORPORATION,163350.34
LIVE OAK BANKING COMPANY (FORMERLY KNOWN AS LIVE OAK BANK),163407.55
EXPEDIA GROUP,163500.0
EDWARDS WILDMAN PALMER LLP,163500.0
"RED MAPLE CONSULTING, LLC",164400.0
"WARD AND SMITH, P.A.",165242.0
FIRST AMERICAN FINANCIAL CORPORATION,166950.0
TEAM HALLAHAN LLC,167255.89
"PENSKE TRUCK LEASING COMPANY, L.P.",168000.0
NATIONAL ASSOCIATION OF DENTAL PLANS,168420.0
"WELSH ROSE, LLC",168488.0
"UCB, INC.",168500.0
INTERNATIONAL ACADEMY OF COMPOUNDING PHARMACISTS (IACP),168593.75
ASCENSION HEALTH,169050.0
"LEBLANC GOVERNMENT RELATIONS, LLC",169050.0
HOLCIM (US) INC.,170050.0
"NAVISTAR, INC.",170128.0
BLACK & VEATCH,170600.0
W. R. BERKLEY CORPORATION,170800.0
BATTELLE MEMORIAL INSTITUTE,171050.0
"MASON CONSULTING, LLC",171161.5
"SBL STRATEGIES, LLC",171220.0
"VIASAT, INC.",171550.0
HESS CORPORATION,171875.0
INTERNATIONAL ASSOCIATION OF FIRE CHIEFS,172128.03
"BAY BRIDGE STRATEGIES, INC.",172550.0
KAMAN CORPORATION AND SUBSIDIARIES,173000.0
"IDACORP, INC",173454.52
"ADVANCED POLICY CONSULTING, LLC",173775.0
DOW LOHNES GOVERNMENT STRATEGIES LLC,174098.0
AIR AND SPACE FORCES ASSOCIATION (F/K/A AIR FORCE ASSOCIATION),174450.27
QUADRIPOINT STRATEGIES LLC,174675.0
NATIONAL ATHLETIC TRAINERS' ASSOCIATION,174890.0
"INDIANA FARM BUREAU, INC",175000.0
"MR. BALTAZAR SERNA, JR.",175791.5
AMERICAN FOREIGN SERVICE ASSOCIATION,176695.0
TECHNOLOGY NETWORK AKA TECHNET,176874.89
CT GROUP FKA CTF GLOBAL LLC,177153.0
"JENKINS HILL CONSULTING, LLC",177250.0
ALLIANCE TO SAVE ENERGY,178364.91999999998
DELTA STRATEGY GROUP,178400.0
SNAC INTERNATIONAL,179000.0
THE VOGEL GROUP,179013.91
THE MOSAIC COMPANY,179050.0
RECREATIONAL FISHING ALLIANCE,179284.36
PEOPLE FOR THE AMERICAN WAY,179437.68
MEDICAID HEALTH PLANS OF AMERICA,179950.0
THE COLLEGE OF WILLIAM & MARY,180297.02
MEADWESTVACO CORPORATION,180500.0
NATIONAL AGRICULTURAL AVIATION ASSOCIATION,181650.0
CSA STRATEGY GROUP LLC (FORMERLY CSA STRATEGIES LLC),181800.0
"THE KEELEN GROUP, LLC",181809.61
"SSAB ENTERPRISES, LLC",182000.0
ELECTRIC POWER SUPPLY ASSOCIATION,182500.0
"GROOM LAW GROUP, CHARTERED",182754.45
COUNCIL FOR RESPONSIBLE NUTRITION,182771.27
"FORETHOUGHT ADVISORS, LLC",182906.0
"DESIMONE CONSULTING, LLC",183923.13
EHRLICH & ASSOCIATES,184350.0
FLORIDA FARM BUREAU FEDERATION,185460.0
KYLE HOUSE GROUP,185675.0
ECONOMIC POLICY STRATEGIES,185740.36
"PERRY BAYLISS GOVERNMENT RELATIONS, LLC",186562.0
TDS TELECOMMUNICATIONS CORPORATION,186950.0
STATE FEDERAL STRATEGIES,187320.0
CGA STRATEGIES LLC,187467.66
"PURDUE PHARMA, LP",187560.72
GIBBONS P.C.,188200.0
"HOSPIRA, INC.",188546.14
"FEDERAL ADVOCATES, INC.",188586.0
JBS USA FOOD COMPANY (PREVIOUSLY REGISTERED AS JBS USA LLC),188700.0
"VENCORE,INC.",188800.0
"CIGAR ASSOCIATION OF AMERICA, INC.",190610.09
INDEPENDENT PHARMACY COOPERATIVE,190774.0
THE VECTRE CORPORATION,190943.12
"SOUTHERN COTTON GROWERS, INC.",191350.0
OLIN CORPORATION,191500.0
"QEP RESOURCES, INC.",191500.0
BINGHAM MCCUTCHEN LLP,192366.6
THE NATIONAL COALITION PARTY OF CANADA (NCPC),192625.63
"ADUSTON CONSULTING, LLC",192910.0
"GUIDE CONSULTING SERVICES, INC.",194141.62
ADTALEM GLOBAL EDUCATION,194250.0
INTERNATIONAL BUSINESS MACHINES CORPORATION (IBM),194431.45
MAGELLAN MIDSTREAM PARTNERS,194775.0
"POWERS PYLES SUTTER & VERVILLE, P.C.",195120.61
THE HERSHEY COMPANY,195270.0
"HAWAIIAN AIRLINES, INC.",195900.0
"NATIONAL GROUP, LLP",196456.7
"JIM SAXTON, LLC",196500.0
"PANDORA MEDIA, LLC.",196500.0
BOMBARDIER AEROSPACE (HOLDINGS) USA INC.,196560.0
"PLURUS STRATEGIES, LLC",197450.0
ATLANTIC STRATEGIES GROUP,197850.0
BOSTROM GROUP,198250.0
UNIVERSITY OF COLORADO,198638.35
"WAYPOINT CONSULTING, LLC",198650.0
"ROBERTSON, MONAGLE, AND EASTAUGH",198790.0
ZIRKELBACH STRATEGIES,199412.0
"CAPITOL RESOURCES, LLC",200583.0
NATIONAL FRATERNAL ORDER OF POLICE,200599.0
ONEOK INC.,201000.0
"ML STRATEGIES, LLC",201885.0
SSA MARINE,201950.0
"PEPCO HOLDINGS, INC.",202000.98
SOCIETY OF AMERICAN FLORISTS,202200.0
UTILITY WORKERS UNION OF AMERICA,202500.0
MAGAZINE PUBLISHERS OF AMERICA,203078.16
OCEAN CHAMPIONS,203528.38
ATRIUM HEALTH-FORMERLY KNOWN AS CAROLINAS HEALTHCARE SYSTEM,203800.0
"E2 STRATEGIES, LLC",205450.0
O'NEILL AND ASSOCIATES,206095.0
VINSON & ELKINS LLP,206150.0
"AMERICAN CANCER SOCIETY CANCER ACTION NETWORK, INC.",206179.94999999998
AMERICAN ASSOCIATION OF ADVERTISING AGENCIES,206300.0
WASHINGTON TAX AND PUBLIC POLICY GROUP,207450.0
LOPER CONSULTING LLC,208150.0
NATIONAL ASSOCIATION FOR HOME CARE & HOSPICE,208899.82
"DIRECT MARKETING ASSOCIATION, INC.",209450.0
THE WILLIAMS GROUP,209520.0
THE MATHIS HARPLE GROUP,210400.0
"TCK INTERNATIONAL, LLC",210599.0
"MCINTYRE & LEMON, PLLC",210800.0
"CF INDUSTRIES, INC.",211000.0
"DELAHUNT GROUP, LLC",211500.0
OFFSHORE MARINE SERVICE ASSOCIATION,211550.0
RECORDING ACADEMY (FKA NATIONAL ACADEMY OF RECORDING ARTS AND SCIENCES),212030.0
ALCALDE & FAY,212093.4
REDROCK GOVERNMENT RELATIONS,213100.0
QGA PUBLIC AFFAIRS (FORMERLY QUINN GILLESPIE & ASSOCIATES),213260.0
COHNREZNICK LLP,213900.0
EMERGENCY DEPARTMENT PRACTICE MANAGEMENT ASSOCIATION,214085.63999999998
DGSR LLC,214662.49
WGL,214993.51
INVENERGY LLC,215005.0
CLEAN FUELS ALLIANCE AMERICA F/K/A NATIONAL BIODIESEL BOARD,215489.78
WASHINGTON UNIVERSITY IN ST. LOUIS,215914.0
BROYDRICK & ASSOCIATES,216149.22
CAPITOL LEGISLATIVE STRATEGIES LLC,216810.0
RICCHETTI INCORPORATED,217162.0
BUTLER SNOW LLP,217788.9
GENTIVA HEALTH SERVICES,217840.0
"DMC CONSULTORS, LLC",218325.0
STRATEGIES 360,218327.0
BEER INSTITUTE,218602.72
CROSSSTATE CREDIT UNION ASSOCIATION,218680.0
INTL. ASSN. OF AMUSEMENT PKS. & ATTRS.,219000.0
"ODNEY, INC.",219080.0
CUNEO GILBERT & LADUCA,219707.83
"DAVENPORT VENTURES, LLC",219800.0
"ROBERT N. PYLE & ASSOCIATES, INC.",219949.0
"KEARNEY, DONOVAN & MCGEE",220250.0
MASSACHUSETTS BIOTECHNOLOGY COUNCIL,220500.0
NATURAL PRODUCTS ASSOCIATION,221334.22
ERICSSON INC.,221500.0
"AMERICAN COMMERCIAL BARGE LINES, LLC",221500.0
FINANCIAL PLANNING ASSN (FPA),222200.0
"EMMER CONSULTING, INC. (FORMERLY KNOWN AS EMMER CONSULTING, P.C.)",222900.0
MERIDIAN HILL STRATEGIES FORMERLY KNOWN AS ERNEST C. BAYNARD IV,223250.0
THE COOK GROUP INC.,223268.0
PACIFIC SEAFOOD PROCESSORS ASSOCIATION,223500.0
"SEAWORLD PARKS & ENTERTAINMENT, INC.",224000.0
"IDEMIA IDENTITY & SECURITY USA, LLC",224335.22
HILL STRATEGY LLC,225743.21
ASSOCIATION OF FUNDRAISING PROFESSIONALS,226500.0
FARMERS EDUCATIONAL COOPERATIVE UNION OF AMERICA,226575.0
COLUMBIA PIPELINE GROUP,228000.0
PRIME THERAPEUTICS,228050.0
SINGER CONSULTING LLC,228899.37
SONY PICTURES ENTERTAINMENT INC.,229250.0
MS. CATHERINE MCCULLOUGH,229637.2
NORTONLIFELOCK INC.,229907.73
CLOAKROOM ADVISORS LLC,230255.0
LUPUS FOUNDATION OF AMERICA,230800.0
HEINEKEN USA,231593.17
TREMONT STRATEGIES GROUP LLC,231724.0
LUCY CALAUTTI,231810.0
SAGAT/BURTON LLP,232450.0
SHARE OUR STRENGTH,232865.0
AMERICAN INTELLECTUAL PROPERTY LAW ASSOCIATION (AIPLA),233000.0
BLUE STAR STRATEGIES LLC,233229.68
"BL PARTNERS GROUP, LLC",233407.69
SUNRUN INC.,233657.85
INTELSAT US LLC,233770.0
A.O. SMITH CORPORATION,234250.0
"CONGRESSIONAL SOLUTIONS, INC (CSI)",234400.0
ASH GROVE CEMENT COMPANY,234700.0
CARMEN GROUP INCORPORATED,234788.75
"TRUEBLUE, INC.",235050.0
COTIVITI CORPORATION,238450.0
PALMETTO GROUP,238625.0
JOSE FUENTES,239120.0
COVE STRATEGIES,239753.0
PACCAR INC,240600.0
"MARCUS G. FAUST, PC",241735.83
INSTITUTE FOR PORTFOLIO ALTERNATIVES FORMERLY INVESTMENT PROGRAM ASSOCIATION,242359.0
DENBURY INC.,242750.0
MEDICAL PROFESSIONAL LIABILITY ASSOCIATION,243750.0
DOCTORS HOSPITAL AT RENAISSANCE,244025.91
AMERICAN EXPLORATION AND PRODUCTION COUNCIL,244416.66
AMERICAN ASSOCIATION FOR HOMECARE,244691.52
AMERICAN FEDERATION OF MUSICIANS,245050.0
"TIMOTHY R. RUPLI & ASSOCIATES, INC.",245453.6
"HURT, NORTON & ASSOCIATES, INC.",245550.25
"GUN OWNERS OF AMERICA, INC.",245894.06
"PALANTIR TECHNOLOGIES, INC.",245900.0
THE PERSONAL CARE PRODUCTS COUNCIL,245915.28
SULLIVAN STRATEGIES LLC (FKA SB CAPITOL SOLUTIONS),247924.25
"FROGUECLARK, LLC",247979.98
HORIZON GOVERNMENT AFFAIRS,248680.0
MILLIKEN & COMPANY,249000.0
CORELOGIC,251050.0
TRINET GROUP INC.,251200.0
SINCLAIR BROADCAST GROUP,251675.0
"TRANE TECHNOLOGIES COMPANY LLC (FKA INGERSOLL RAND, TRANE, AMERICAN STANDARD)",251800.0
UNIVERSITY OF SOUTHERN CALIFORNIA,251964.8
THE D MAJOR GROUP,252050.0
